index,text,sentiment
17580," i`ve heard that ST isn`t true imax- shot at 1828x1556 and blown up to 4096, still- nice big screen!",positive
12356, i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!,positive
20700,"somebody smuggle me to sydney, i`ll be your slave for eternity",negative
7415,producing the 6 with  then anchoring... and a sad goodbye to Miss Lynne Ashminov  we will miss you!,negative
9868,"Man, finishing 'Operation Anchorage' sure gives you an unfair advantage, loot-wise... I love the stealth field suit and Gauss rifle",positive
14878,Back from Miami. I miss South Beach,negative
15256,Talk at you all lates!,neutral
7413,Can`t believe ER is over,neutral
21821, That version is not compatible with Vista.,neutral
23947, don`t make me smite you! and yeah  yeah it really does. No cuties for me,negative
23487,whats wrong with my flickr  http://www.flickr.com/photos/frenchtoastcake/ my quilt top photo only shows when you click on it! SAD STORY!!!,negative
7318, yep  which sucks because i thought somewhere it said it was..,negative
411,was hoping to go to Red Lobster this weekend,neutral
3528, haha. I know. And then I need a new car too. Oh ps I got a speeding ticket.,neutral
26674,I`ve burnt my collerbone and arms and face! aww!,positive
13569, I may be in the US for it in which case I`ll attend but if its off my own back I can`t afford to go,neutral
25132,_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done,positive
20956,Why isnt my internet working,negative
3233,My whole body back pain treatment and detox starts Monday. Not looking forward to a summer of hot yoga and healthy food.,neutral
302, Simple my a#@,neutral
16267,Just got Dailybooth and not sure what to do. It`s confusing!,negative
2866,Wishing all MOMs a very Happy Mother`s Day!!,positive
24656," **** - that`s sad, then... I haven`t heard the new one yet. Sounds like I`ve been spared a tragedy.",negative
3737," Depends where your drinking, what your drinking, and how many mates you have. Joke fails",neutral
20588,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
8427,Subway=yum!,positive
18107," yep i am.got back this morning. NFg were fab last night, but i cant go tomorrow   you getting MS ticket soon? 4weeks away",positive
18724,Riley had an alphabet fashion show today and I forgot my camera.  It was so cute!,positive
5204,i just reading a magazine,neutral
17616,is on air,neutral
25942, What time you close today? Is it the last day today or tmr? I may shed a tear,negative
23431,"holy wow, I think I could`ve slept all day! Soooo tired.",negative
24989," Didn`t think of that.  Why can`t people just be nice? Why would anyone think it`s ok to say that, much less make a movie.",negative
22581,Happy Star Wars Day!,positive
20703,Go Canada they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,positive
5545,20 John: :   http://tinyurl.com/cq5nkp,neutral
12129,_Shan_West Im so excited to see u!! Its been forever  My lil Shan Shan gettin married!!  PS Did u really get a tattoo?? Lol,positive
13769, I feel almost empty inside today.  Not a good feeling.,negative
17114,"Mom just 'he`d' me. *sigh* She`s wonderful, and it was just a slip, but you`d think after coming with for my surgery it might go away...",neutral
27347,I soo wanna eat McDonalds Fries,neutral
9752,"Blah. So i registered to coach this summer and eh the tourney starts July 6th. My vacation 7/15-28th. Fk my life, haha",negative
5870," oh wait, i messed up my own messed up lyrics, that should be 'don`t concretize it'",negative
9600,had an amazing time dancing to DJ Dan at Ruby Skye tonight. And I`m still looking for that roommate in SF if you know anybody!,positive
23235,  haha soooo party tonight???,neutral
9201,Aww I heard I just missed you two  &  !,negative
24825,Jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. Should`ve asked someone for it.,negative
21980,No allowed a calculator for this exam despite it containing laths that is impossible to compute in my head.,negative
9098,It`s sunny and I feel really well today!  Yippeee!,positive
19700,"uup  morning, off to school. see ya ****",neutral
20246,This poor butterfly was dead  http://twitpic.com/66vlw,negative
10849, yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,negative
22128, Thanks!   I`m making homemade lasagna for my mum today.,neutral
16188,going out  I can`t do this **** anymore :`(,negative
14139,brad we should be at Olympic village watching this. Season 1 with a 30 rack adult hood,neutral
9102, i guesss,neutral
18780,"I don`t think that im feeling too well. all the sudden, im tired but scared to fall asleep cuz I know I will wake up sick.",negative
5811,14 dayssss ahhhh super excited   `they`re telling me that my heart wont beat again`   JLS were awesome yesterday (:,positive
25379,_hunter Ah now Comedy Central have Frasier all morning till twelve. So I guess there goes my morning,neutral
10073,Thinking bout maddies comments,neutral
8756,O and i have to wear a **** jacket today cos i didnt notice a mark on my shirt...,neutral
22846,has just booked her appointment to give blood 18:20pm 2nd June! Scared,negative
22356,"recovering from a hard day of homeschooling my dd, chemistry did NOT go well...",neutral
25713, it`s a dreary monday morning and I slept like ****...give me a break...,negative
20393,Well goodnight all my twitter bugs sleep well,positive
25823, your SMS managed to crash my phone.,negative
26521," sounds good.  and yeah, I turn 21 tomorrow so I`ll definitely be partying.",positive
1027,omg J.O.N.A.S. is my new fave show <3 one guess as to why hahahha,positive
16944," It wasn`t the best flick, to be sure.  I`m just ready for 'Star Trek' now",negative
7383,Gonna go drop some logs in the pool  back in 15 min,neutral
22256,Less or more iTunes tuned up,neutral
16110,Had an awesome weekend and an awesome turn out to my rummage sales on friday and saturday!!,positive
23447, Whaaaat?!?!?  When did that happen?,neutral
13017, http://twitpic.com/4visl - WOW this looks incredible! wicked job on the butterflies! they`re fantastic!,positive
25866,mrskutcher & aplusk you two are to funny!,positive
4360,_aguirre Now I wish I was going,positive
10979,Going to Hong Kong tonight. Hope I can sleep in the airplane. Worth case I have the last G. Musso to read,neutral
7716,i feel really weird,negative
11520, meh! You should try the one on commercial drive with all the cats,negative
19217," Hey JK...Wish Evenlyn a Happy Mothers Day tomora for me..I had a Great Day, my gift will be tickets to see ya`s ere in Oz",positive
17593," yeah the freedom is awesome, it`s great being a little more independent",positive
7691, Weather reports of a week of upper 60s make me happy  Perfect running weather!,positive
11079,If I 'unfollowed' you - its NOT on purpose. Something fishy is going on with my Tweet Deck !! Let me know if I 'unfollowed' you.,negative
23602, me too dawg  thanks so much!,positive
17341,leaving florida want to live there forever! Texan*Girl,negative
6035,home! tonight was so much fun! goodnight twitterbugs!,positive
3905,76 long and painful miles today.  knees ache.  approaching 50 years is rough. not accepting it well.  3 glasses of draft helped.,negative
24229,currently working on the SDP`s Prototype.... so much to do...,neutral
8726,Check out my song 'time to lose it' on www.myspace.com/flownyce you`ll enjoy it I promise,positive
14336,Still in same queue barely 1 metre from where i last twittered. This is insane. And i paid for this,negative
7409, hey!  YAY! thanks!  wow ur page is awesome!!!!!,positive
2726,"http://twitpic.com/67xv3 - Former Pawnshop were Jimi Hendrix got his 1st guitar, Seattle. Now a check cashing joint",neutral
15404,sport-day with charlotte,neutral
25221,"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>",negative
16173, tell pete he looks sexy with a beard.,positive
16048," Try being in AZ again brooke, Omg you cant even be outside for less than a minute before getting your neck burned.",negative
10791, slice you up a treat?,neutral
15349,getting ready to shop  birmingham here i come,neutral
15169,In about 2 hours from now i will find out how good the STAR TREK Film from J.J. really is. A Ticket costs 9 Euro and i hope its worth it,positive
306,Dinner with the fam... I have missed them,negative
20890,"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",positive
16285,watching Justin Timberlake on SNL,neutral
24938, I found out this morning too.,neutral
25908,"Ok, time for bed. Good night Twitter",positive
16653, Wish you were doing one in San Francisco!,neutral
14303,Goin to bed... Finally. So sleepy! *Happy mothers day!*,positive
26101," More than welcome...would love to do more physically, but family life doesn`t allow",neutral
23429,#snl...you`ve gotten better  keep it up,positive
11060,Off to NC tonight until June 7th! I`m going to miss NYC   Getting ready for my 21st birthday Luau BBQ on JULY 11TH!!!!!!!!,negative
26015,says again.. happy mothers day to all your moms  http://plurk.com/p/svdsh,positive
18419,Playing cards with my niece.,neutral
26034, hey Lonnie! I`ll be there next weekend  I can`t wait.,positive
16193, ur funny  gnight,positive
6099,My parents wachting tv but it is terrible and there is nothing else  me so sad,negative
13837,"finally, holiday.",positive
23445,is having awesome fruits and vegetable juice at the opening of Lam`s noodles at 8  #fb http://tinyurl.com/qnjqx2,positive
19722,"http://twitpic.com/4w67l - Im hard core, you just dont know it.",neutral
919,Enjoying Mother`s Day,positive
2386,_x butbutbuttt he replied to you loads,neutral
23264,"rblpn   , You know, I could listen to every version of War Pigs ever recorded  ? http://blip.fm/~5z10d",neutral
16025,"Awww kanye west, its such a shame he doesnt get the joke",negative
22802,", in about two hours I`m setting out on a 600-mile drive home. Mostly I`m hoping it goes quickly.",positive
13827,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.",negative
20323, Have fun amorsote even tho u forgot my bday which is today,neutral
25761," - Yea, I really need to learn to reload my own",neutral
7015," Oh yeah, lots of rambly goodness. LOL You have mail.  Bed? This is early for me. ;) Probably why I`m an insomniac, huh?",neutral
26069,_carter  we can`t see the video it`s private,neutral
2235,Hours of refusal upon realisation that tomorrow`s #Morrissey gig at Brixton is postponed.   Only been looking fwd to that for 6 monthsish,neutral
17174,At the orthodontisssttt,neutral
7920," And the 1600th tweet goes to you because w/o you, I`d have no one to talk to at 3am in the morning! lol <3",neutral
4619, so where r u spinning now that the Hookah is R.I.P.?,negative
21973,having my brecky. Good Morning  x,positive
16490,Ready to go home  2 more hrs of wrk,neutral
24209, Perfect! Thank you.  <3<3,positive
1736,Just got back from Apple Store in Robina. Managed to get a replacement iPhone because it couldn`t access the web properly. So shiny,neutral
9050,i found a ride...YES!!! liquor here i come,positive
12322,so bored...,negative
26151,don`t ya just love a free night to catch up on your DVR shows? ANTM here I come...ha ha!,positive
2965, jet blue is okay I guess. They cancel flights and don`t have a lot of backup planes. And no first class,negative
1522, Byebye,neutral
14675,is having a quiet mothers day evening... happy mothers day to all the yummy mummies,positive
24001,just watching hollyoaks omg,neutral
22109, and what a scary reflection it was! thought you were going to wizz your pants,negative
1859, SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU,neutral
7525,My tummy hurts  go away cramps! I hate chuu!!!!,negative
25606,has been kinda nice break but it wont matter soon I`ll be in grad school,positive
19298,"At the grove, just watched star trek, grabbing some food",neutral
2318,I miss my peanut gallery,negative
16800,Just got nudged by Diane.,neutral
13609, Indeed. Thanks for sharing that! Now I can go to sleep giggling. Night!,positive
21827," Oh no, that doesn`t sound good! better get it checked out.",negative
15338,  it wont let me vote even tho im signed in,negative
22018,mOod. was way too much fun. lol..  I lOve to dance TEchno !!! <3 ... life.lOve.stress &&. set backs <3 gnite,positive
17125,talkin to sum1 special,positive
10362,"Trying to sleep, watching CNN and thinking about todays meeting at work...Best Buy 24/7 in my life, oh well.. whatever pays the alcohol",neutral
15992,Its times like these that I miss Manila. I`m not feeling up to myself lately,negative
12242,_crow he`s happy because hs is there haha I know we would be,positive
16372,    the hills is gunna be so different!! gl with your designing etc.,positive
9245,I need to look at apartments tomorrow,neutral
4405," haha, its under 18 :@ so ive got no one to go with  curse none of my friends liking TAI lol",negative
7632,is sad that shin ae got married...and it wasn`t to alex,negative
9564, thanks.... just awesome,positive
262, it was only once for my big brother...and I`m done now,neutral
10611, its ok..i was kinda feeling ignored anyway  And its sunday arvo 330pm. Going out for Lunch & WINE!,negative
20736,"Shopping, grandparents, dinner with the bf  woop",neutral
23937,super hungry... Dominos or martabak... both tempting and fattening,neutral
21284,"Dayum, tweets r coming fast, so likely missing a lot.    Plz DM, k?  Oh, is _stewart 4 real?",negative
12357," Birthday **** is a great song, man.  Something different about it!  That`s what ppl want!",positive
13601,i don`t know !!,neutral
1544, the justice left when DJ Talent was voted off (N),neutral
12693, isn`t a bit of little britain in all of us?,neutral
24,SEe waT I Mean bOuT FoLL0w fRiiDaYs... It`S cALLed LoSe f0LloWeRs FridAy... smH,neutral
689, Have a great time in London,positive
3434,Away to the cinema tweet later may the 4th be with you all  x,neutral
24361," Ashlie, thank you.  You made me feel a little better.",positive
11458,aleesha`s piggy died  she can`t catch a **** break man,negative
2320, I clicked on the Check out pictures of Angelina and it went to a spam site about ordering checks .. go figure,neutral
16257,Checked the bank acct this mornin..got a lil sad..then decided I would imagine a 0 on the end just to make me smile.  #whateverworks,neutral
18877,Is sooooo tired... wants to crawl back into bed,negative
18653," Im Duong in VietNam. Where r u from? I`m 19. I dont understand what you wrote down in twitter, please tell me! Thanks!",neutral
8934, I sent you a FR yesterday.,neutral
12174,I`m no longer a sophomore.  Junior year is bringing new things. I`ll be on 24/7 now. Hit me up and check out  http://bit.ly/esGIQ,neutral
3677,no one calls me anymore,negative
18772,"Uggh everything, I`m sending you!!! I keep sending it to my Twitter. So I have to forward it to you!!! I suck at life",negative
11776, hey! Sorry I didn`t see ur message to me,negative
9530,Hoping I at least have fun 2nite.  Today was 1 horrible way 2 start off a birthday,neutral
16226, NICE! Got any that are indexed that you want to unload?  I need a few.,positive
5394,nooooooo  sue is retiring  no no no no!,negative
12904, Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,positive
9639,Going to Jack`s for dinner with my BFF!,neutral
9745,Another interview... Please somebody hire me?! But I`m late,negative
26199, awww i`m sorry  what kind of fish did you have?,negative
10292,"Got fully denied tonight  sleep time now, lnd in morn!",negative
24847," I`m jealous...i need 2 escape 2, lol.",neutral
2003,"Wishing it was a sunny day, then I might just be bothered to get outta bed! ..up the blues",negative
1487,if someone had`ve told me things would get this hard..i would never have done it,positive
1708, *kiss kiss* stu deezy off to bed to have sweet dreams of you ma`am  hehe xxoxo,positive
11166,"getting ready to go read, pray, and go to bed. Enjoy the rest of the night",positive
25721, so i spoke too soon.... & my weekend may be delayed for like 20 more min  aaaah i gottaaa get outttt of here b4 i lose it,negative
758, LMAO...Ha! No I just simply wanted to go to NY!,positive
3357,AHHHH! Cant find anything because I have way too much open,negative
9363,Buongiorno !!! woke up and of for my Italian lunch,neutral
10051,At the reception eating some nasty **** pasta Woot! But other than that its beautiful!,neutral
23907,Mourning Venus` Third Round Loss....,negative
6486,Sitting by myself. Everyone took the good seats.,positive
23988,my tv is so boring,negative
601, I submitted my resume the same day and saw no answer back. Oh well...,negative
111,  has tickets.......?,neutral
13457,Got Firefox working again. Now I just have to get back all of my bookmarks...,neutral
14241, 72-65 Cavs! The score is and was! LOL,neutral
19853," ummm, come on, for me twins and slurpees, and being in a car with the twins is going to be pretty epic!!!",positive
2286, You`re right....I`m 29 and  I`ve heard the song a time or two,positive
27212,_com All breaking news will be tweeted here I hope  welcome to twitter!,positive
25231, WHY DIDNT I SEE YOU?,neutral
26679,Lots of noisy peeps outside,negative
7203,Happy Mother`s Day to all the Mommiessss,positive
25170, in that case.. that`s a stupid move  I thought they were being B-A,negative
18076,Come on Vancouver. Throwing stuff onto the ice? I thought you Canucks were supposed to be all polite and stuff?,negative
13054, lol haha fresh to death lol ha ha I love and miss u 2 id almost given Ã¯Â¿Â½ on u cuz u nvr respond 2me  but u did today! Luv u2,neutral
9964," Hahaha...gutted !! it`s his birthday soon,so he`ll have to wait until then. haha",neutral
8956,"  You are such a positive thinker, I am for sure keeping you around!",positive
7040,Also with the not driving part i could afford a laptop. Also living with a roommate i would save even more,positive
7856, At least you`re getting closer to normal bedtime. Enjoy your trip. Keep us updated. Sweet dreams,positive
26501," Dude, I hear ya. I`ll be 26 two weeks from tomorrow. I feel old.",negative
21339,How are YOU convinced that I have always wanted you? What signals did I give off...**** I think I just lost another friend,negative
24823,  Ah bad times   I hate exams. I feel so unprepared this time as well. Sucks haha.,negative
25744, No flame wars on this weeks episode?,neutral
7589,Soooo full that im starting to feel sick,negative
9384,  sad day. I was lucky enough to realize it before I got out of the parking lot.,neutral
535, it was amazing,positive
25911, Me too. I found out about it a little late and couldn`t afford it,negative
11280,I want the rain to go away! There has been too much of it lately,negative
24278,"Back at home,11 hours till work",neutral
9669,"Happy Mothers Day, Mum.. Love you lots   1 month and 11 days to go.. AND 1 month to go for ma bby  love you Bash",positive
16012,put my dog to sleep  I love you abby RIP<3,neutral
8621," OMG, I get the $50 coupon from them all the time, do you?? I`m obsessed with their catalog when it comes in the mail",positive
10945,"boopboopboop. still talking to ashley & brittany.  i`ve been talking to ashley for forever, and our convo still goes places. we`re awesome",positive
14356,Happy Mother`s Day  http://bit.ly/LRSnG,positive
2621," It saddens me, you`re youtube has changed. It`s just like every other youtube kid, you used to be different",negative
5910, DSi is the latest Nintendo DS with 2 cameras + stuff built in. We are a Gadget house. Luckily I get my blackberrys free from work,positive
20645,_nyc hey sweetie. Cnt go fri  but thnks so much,positive
22912,finish some sketches und then go out an skate! Yeeeehaaa! got a new deck,neutral
5990, ohwwww  whatever I`m excited anyway.,positive
24805,".... you are my sunshine, my only sunshine....",neutral
6050,feelin lonely now after spendin the last 50 hours with my friends,negative
4416,What an incredibly great day.  hahaha!,positive
25472,"  Well I hope you have had a good weekend and even more so have a good day at work 2moro its already monday here,so far so good",positive
4913,May the 4th be with you  I couldn`t resist!!,neutral
27132,_ken that sucks  If only I was there to hang out.,negative
22089,"Made my first Skype to landline call.  Good call quality, quite impressed",positive
25102,"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",positive
10232,_Brown theres a holy version of hell? lol...i cant stop. i need for it to be a trending topic!  be nice (*whispering #redmango)lol,neutral
23389,_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL,neutral
25558, not there but wish I were,neutral
4225," After many attempts, I can`t figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",negative
6219,"At Rocky Cola Diner in Whittier tonight with teacher pal Mr. B, we had a great time chatting but no one else came...",positive
23686, I WANNA GO.,neutral
9611,"Isss boredddd, gotta be up in the morningg",neutral
16602, But...but...I`m not!,neutral
14913,- me and my mom`s cars were broken into.  I feel violated.,negative
16190,I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,negative
26091,"Pepsi throwback, you taste so good in my belly.",positive
18255,Glad I trudged through the first 60 pages of Anathem.  Now on pg340...it`s been a long time since I wanted to call in sick just to read,positive
6014, I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can`t go back to sleep.,negative
16615," actually,we r going there in june with my office colleagues,paid by company",neutral
10441,Notion video deleted.,neutral
18550,Looking forward for orange juice and fried eggs and cinnamon rolls tomorrow morning!!,positive
22041,http://twitpic.com/4wf3a - the definition of true beauty,positive
14567,baked a cake & watching a movie.,neutral
19735,"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",negative
14925,i have never seen Wall-E. i am confused because i had no idea what you guys were talking about... hehe!  now i do though!,neutral
8301, why thank you. Couldn`t resist it,neutral
9956, How cool is that!   Thank you so much!   luv it!,positive
5631,because I just lost my first Field Notes notebook 6 pages before filling it up!! RIP  #fieldnotes,negative
4478,The jetway feels like the seventh layer of hell. Oh and there are way too many babies on this flight. And I forgot my Bose.,negative
5591," hi cs, welcome to the twitterverse, if i can help with anything, just ask",positive
7181,WGN is playing old episodes of Rocky & Bullwinkle. Fractured Fairy Tales for the win,neutral
3647,For   ? http://blip.fm/~5jbp3,neutral
745,"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",positive
24311, Caan`t Iht Be Earlier? ICant Wait That Long.  Ahar. (:,negative
8969, umm how abt a comment like that :p 'i dont like this',negative
16288,Placed a $2 bet on a sure thing and lost.  no more betting for me!,negative
12397,"_Mary_Typhoid Are you coming to the wedding?  I want all of his friends to be there?     Right, sugar?",neutral
3092,"is abit happier at the thought that Ashleigh & Loocie with be here soonish, but sad to miss her S-ane  ;)",neutral
19798, thank`s ... See? now I`m back on smiling,positive
3788, It`s Star Wars day?! Urgh I`m gonna have to get the videos out,negative
20906,home not well hate not workin,negative
14406, Thanks for the follow. I`m loving the energy on your site. The spaz in me can`t help but be drawn to you  http://www.ted.me/,positive
15692,done with the photo album  as im a good person so i make it quite private for now. pity you ben haha,positive
19374,My husband just went fishing   How come knitting keeps you at home?  I need a lady hobby that lets me get out of cooking.,neutral
4454, my music collection will be coming up to 250gb soon.  haha,neutral
27354, someone`s horsing about. Btw Hubb feels the same about twitter. He`s naming  as the other party,neutral
10408,"Brilliant day today, got the car washed and got a washing done! Just have to go to work in an hour",positive
10049,Justin Timberlake and Leonard Nimoy? And a **** in The Box sequel? priceless,positive
4442," I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",neutral
7369,So my first aid shift started out with some excitement but now it`s kinda died down...  I wish I could do this more often!,neutral
22064,What`s with the mass exodus from work at half three?  It makes me sad,negative
12099," ain`t got any at the moment, sorry",negative
10900, oooh really haha have they said anything about it yet!? i`ll suggest the idea on twitter if you want/havent already,positive
1093, I had mint ice-cream for dessert tonight. Love the stuff!,positive
13383, we are all so proud of you! I am seriously thinking of joining you next year. Got to get training,positive
25809, OK  Just a thought that occured to me...,neutral
2072,Trance or Drum`n`Bass are awesome for working!!  *dances it out*,positive
7024,So tired and I have to work till 10:30 tonight!    Happy mothers day to everyone too  http://tinyurl.com/qu62bl,positive
16820,walking past the school i went to junior high in as it`s being torn down,negative
9361, Great... I`ll check it when I get off work...  They block Sims at work...,positive
16385,got back from the embassy; missing one paper  go again on Monday!!!good luck me!!!,positive
25651,at work and tired just want to go to bed,neutral
27118, cuz airlines are super lame.,negative
4716,Another loser: ****. I have lost the game more times today than any other day in history.  lost.. http://tinyurl.com/qa4cdv ( ...,negative
5542," Don`t fall to celebrity worship, though... just write what you think, do the best you can and rock on",positive
24929, two macaroons go into a bar....one says oh your a nut.  wow I need to get out more.,positive
19868," Yep, that`s me all right - I don`t mean the monk is Me - that`s my (as in a photo taken by me) in Better Photography",neutral
16186,"its a beautiful,albeit, windy at times, night in So No....",positive
9542,"_n_nouns ikr? my parents take the cake tho, they don`t grocery shop and they go out to eat all the time just them 2...",neutral
19785,"wants to set up a coffee shop, but he has no money to do it",neutral
3608, *hug* yep I hate that meself,negative
9998,"i`m so worn out, this week has sped by soo fast. gonna ask mum if we can go to the movies. i`m desperate",negative
6696, aww tessy wanna hug?,positive
1632,  hope yer ok hunny,positive
14339, ow,neutral
2266, dude... i tried the vegetarian thing and i lasted about 2 months... good luck!!! going vegan is intense!!! good move though.,positive
24710,playing `who am i?` with my sister!,neutral
2245," I wish I was! well, for the past hour I have been. But before that I was in bed. Proper migraine!",negative
14659,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,neutral
14905, thank you for the re-tweet,positive
11895," Yay! Congratulations, oh newly minted graduate. You`ll have to let me buy you lunch and iced chocolates (PLURAL) to celebrate!",positive
904,"and thanks,  , fr. yr congratulatory gweetin`",positive
2014,_henrie i would still rather be in your shoes instead in bed bc i work from 10-9 tommorow. i love cold weather.,positive
4618,If someone in the family died you would of heard about it. Duhhhhhh. . .,negative
2428,blogging..it`s my new passion,positive
18902, was able to create an iTunes acct but can no longer redeem the Kris Allen album. note said it got canceled,negative
24917," I agree! mmm so good, i miss eating it with you tho",neutral
4994,In hysterics at Yaas` email <3 Am writing a speech for Speakers` and doing Food Technology...**** it`s good to be off school on a Monday,positive
23984,"Actually a great start to the day, hope it continues  getting my new american oversized bed in the evening!",positive
25628,Huffy is not having a good day night or life. Poor baby,negative
15488," i hope so, recorded the pit/was game to find out it didnt record... lucky it wasn`t the leafs, i woulda lost it by now",negative
13684,i got stung. by a bee.,negative
13384,"I`m not going to lie, I`m loving the Ace of Cakes  wooop! LOST!",positive
15016, Likewise. But I don`t know anyone who uses gtalk and the likes so I`m not holding much hope,negative
6791,suivez moi  (=  follow me everybody,neutral
1473, whats the next movie review going to be? You`re like wossy of brum. Just more controversial,neutral
16785,"mmm - home-made pizza (that I helped to make), a home-made cheesecake (to eat soon) & family... a nice day for mother & nanna",positive
23900, gl and say hi for me!,neutral
1262,what a beautiful morning! nice to be out,positive
9615," good job at the logies this year. Hell funny, and you`re right about the baggin the logies tradition... so very Aussie!",positive
4824, my internet just crashed  i will ttytomorrow.,negative
14769," HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",positive
8447,am little bit upset   ppl is jerk-,negative
11617,Selling artwork+ risk game with the boys+ startrek= just what i needed. What a good day,positive
15856, Happy Anoop Day to you Monica,positive
1545,_peter let`s smoke and watched dazed and confused. that`s a perfect pizza movie too,positive
18072,_another_1 I love that we just get a little peek of your dimple,positive
3623,: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,positive
8891,being upset,neutral
17230, i`m both. But more girl than guy.,neutral
2568,_Reece naw missed it and the video cool looking sexy,positive
13624, ooooo i love pretty feet,positive
24836, ...Now I`m going back to bed. LOL. Enjoy your time at the gym. I`ll be sleeping.,positive
24075,seen mi abueltia at the hospital... she`s doing good!,positive
20568, iloveyoumoreeee,positive
9955,"Hello everybody!  I`m back on the job, back from the children camp (someone had to look after my sis` pupils)... and totally exhausted",negative
7248,I scratched my iPod,negative
6509,You should retweet others good tweets at least 10 a day to get involved into things at twitter,positive
12028," I have been subtly replacing it with 'penetration testing' when I see it, but nobody`s caught on yet.",neutral
7728,"desktop quad-core Win7 boot time = 2`25', laptop dual-core w/ SSD Win7 boot time = 0` 13' => SSD for desktop arrives in 2 days",neutral
669,Thinks its gonna rain,neutral
6507, I want some....LOL  I got the coffee ha ha,neutral
4193,Hates being sat around alone on a Friday night. big sad old loser,negative
20582, oh I love oreos!! U can`t get many varieties in the uk,positive
19208,"_The_Moon Do you mean  (Jim Bob, obviously) or  (Fruitbat)? I think Jim Bob played Brixton at the weekend. Cldnt go",neutral
9954, yes. Yes you will.,neutral
195, i talk to you,neutral
8908, LOOOOL chips and ketchup ya waili 3alaiiik! Let`s have some fish fingers  I`m not too sure about baked beans though.,negative
5736," so glad, I hope yall make it back down near New Orleans",positive
23606,"I am in a middle of a industrial estate in pirate ffancy dress,ready to do a 7 mile walk",neutral
13120," We`re English (well in parts), it`s Weather, it IS an obsession",neutral
14657,Poor .  The flowers are fornicating with HIS nose now.    ,negative
14217,disappointed she didn`t win teh glassez.,negative
1674, whooop! you got me on twitter!!  dang our line of communication keeps growing!,positive
10405,_Tarrant nice! It`s mommas day,positive
15767," not  you, me, just drank too much.",negative
26464,is #6 seed in regionals!!,neutral
17414,is gonna go yoga-ing with a jumbo cup of coffee!!!!! Thinking about it is making her very happy!!,positive
14193,Ok... No one was interested in my special.   Now the popcorn is stale! What a waste. I`m going to find a homeless person to give it to ...,negative
18218,_argie Yes I am,neutral
3542, Sorry about that. I got behind on followers and am still catching up.  I follow folks that @ me (including you,negative
19309,"Just up  the longest lie in a while thank goodness, neck still painful but today i am going to head out (y)!",neutral
19355, you should do an # for the safesex topic,neutral
5081, - You can do yiiiit!  Night,neutral
545, sweet dreams,positive
13171,i miss rich,negative
2114," Haha, yeah. It was here and there before but now it`s constant",positive
19943,"Signing off folk, might be back on later!",neutral
9317, Your DM never sent,neutral
23701, He`s gonna do it for mothers day  Ever notice Papa looks like Squiggy from Laverne snd Shirley. I love him.,positive
16210,is getting the kids ready for school before deciding the workout du jour,neutral
23410,"Last Heroes ep until Sept  Sick & drugged for past 3 days. Dr says lacking in everything, esp -get this- SUNSHINE.",negative
21949,"Boys are sitting down for photos, no touching and no handshakes allowed.  #asylm",neutral
15773,"too tired, i canÃ¯Â¿Â½t stay awake..but i must finish work for sunday",negative
22193,"Watching Twilight again  !!! <3 I`m watching the Audio Commentary, it`s sooo funny ;)",positive
15930,Just found out that Mad Men season 3 is delayed until August.,neutral
8800, have you read Angels & Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,positive
4270,feels strong contractions but wants to go out.  http://plurk.com/p/wxidk,neutral
6872, it was ok. Cute @ times.,positive
13049,"@_chloe yes! it`s on youtube  its from may 7th, and it made me feel 100x better. it`s halarious.",positive
9024,lovin` my new blackberry,positive
22759,sick on wifes bday= double,negative
23743,i feel like **** right now and i have one more month of school left  FML HARD,negative
